,,,,,,
"Measure category",Measure_Type,Pre_Main_Heating_Source,"Total Floor Area Band ","Starting Band","Average Treatable Factor","Cost Savings"
"External / Internal Wall Insulation",HWI_cavity_0.6_0.24,N/A,73-97,High_E,0.95,64.4
"External / Internal Wall Insulation",HWI_cavity_0.6_0.24,N/A,73-97,Low_E,0.95,70.1
"External / Internal Wall Insulation",HWI_cavity_0.6_0.24,N/A,73-97,High_F,0.95,78.5
"External / Internal Wall Insulation",HWI_cavity_0.6_0.24,N/A,73-97,Low_F,0.95,87.8
"External / Internal Wall Insulation",HWI_cavity_0.6_0.24,N/A,73-97,High_G,0.95,100.6
"External / Internal Wall Insulation",HWI_cavity_0.6_0.24,N/A,73-97,Low_G,0.95,114.7
"External / Internal Wall Insulation",HWI_cavity_0.6_0.3,N/A,73-97,High_D,0.95,46.9
"External / Internal Wall Insulation",HWI_cavity_0.6_0.3,N/A,73-97,Low_D,0.95,49.5
"External / Internal Wall Insulation",HWI_cavity_0.6_0.3,N/A,73-97,High_E,0.95,53.5
"External / Internal Wall Insulation",HWI_cavity_0.6_0.3,N/A,73-97,Low_E,0.95,58.3
"External / Internal Wall Insulation",HWI_cavity_0.6_0.3,N/A,73-97,High_F,0.95,65.3
"External / Internal Wall Insulation",HWI_cavity_0.6_0.3,N/A,73-97,Low_F,0.95,73.1
"External / Internal Wall Insulation",HWI_cavity_0.6_0.3,N/A,73-97,High_G,0.95,83.8
"External / Internal Wall Insulation",HWI_cavity_0.6_0.3,N/A,73-97,Low_G,0.95,95.5
"External / Internal Wall Insulation",HWI_cavity_0.45_0.21,N/A,73-97,High_D,0.95,37.8
"External / Internal Wall Insulation",HWI_cavity_0.45_0.21,N/A,73-97,Low_D,0.95,39.7
"External / Internal Wall Insulation",HWI_cavity_0.45_0.21,N/A,73-97,High_E,0.95,42.9
"External / Internal Wall Insulation",HWI_cavity_0.45_0.21,N/A,73-97,Low_E,0.95,46.6
"External / Internal Wall Insulation",HWI_cavity_0.45_0.21,N/A,73-97,High_F,0.95,52.1
"External / Internal Wall Insulation",HWI_cavity_0.45_0.21,N/A,73-97,Low_F,0.95,58.3
"External / Internal Wall Insulation",HWI_cavity_0.45_0.21,N/A,73-97,High_G,0.95,66.8
"External / Internal Wall Insulation",HWI_cavity_0.45_0.21,N/A,73-97,Low_G,0.95,76.1
"External / Internal Wall Insulation",HWI_cavity_2.0_0.6,N/A,73-97,High_D,0.95,215.5
"External / Internal Wall Insulation",HWI_cavity_2.0_0.6,N/A,73-97,Low_D,0.95,228.4
"External / Internal Wall Insulation",HWI_cavity_2.0_0.6,N/A,73-97,High_E,0.95,248.5
"External / Internal Wall Insulation",HWI_cavity_2.0_0.6,N/A,73-97,Low_E,0.95,271.6
"External / Internal Wall Insulation",HWI_cavity_2.0_0.6,N/A,73-97,High_F,0.95,304.9
"External / Internal Wall Insulation",HWI_cavity_2.0_0.6,N/A,73-97,Low_F,0.95,341.8
"External / Internal Wall Insulation",HWI_cavity_2.0_0.6,N/A,73-97,High_G,0.95,392.1
"External / Internal Wall Insulation",HWI_cavity_2.0_0.6,N/A,73-97,Low_G,0.95,446.7
"External / Internal Wall Insulation",HWI_cavity_2.0_0.35,N/A,73-97,High_D,0.95,257.8
"External / Internal Wall Insulation",HWI_cavity_2.0_0.35,N/A,73-97,Low_D,0.95,272.7
"External / Internal Wall Insulation",HWI_cavity_2.0_0.35,N/A,73-97,High_E,0.95,296.2
"External / Internal Wall Insulation",HWI_cavity_2.0_0.35,N/A,73-97,Low_E,0.95,323.3
"External / Internal Wall Insulation",HWI_cavity_2.0_0.35,N/A,73-97,High_F,0.95,362.3
"External / Internal Wall Insulation",HWI_cavity_2.0_0.35,N/A,73-97,Low_F,0.95,405.6
"External / Internal Wall Insulation",HWI_cavity_2.0_0.35,N/A,73-97,High_G,0.95,464.7
"External / Internal Wall Insulation",HWI_cavity_2.0_0.35,N/A,73-97,Low_G,0.95,528.9
"External / Internal Wall Insulation",HWI_cavity_2.0_0.25,N/A,73-97,High_D,0.95,275.1
"External / Internal Wall Insulation",HWI_cavity_2.0_0.25,N/A,73-97,Low_D,0.95,290.9
"External / Internal Wall Insulation",HWI_cavity_2.0_0.25,N/A,73-97,High_E,0.95,315.7
"External / Internal Wall Insulation",HWI_cavity_2.0_0.25,N/A,73-97,Low_E,0.95,344.4
"External / Internal Wall Insulation",HWI_cavity_2.0_0.25,N/A,73-97,High_F,0.95,385.7
"External / Internal Wall Insulation",HWI_cavity_2.0_0.25,N/A,73-97,Low_F,0.95,431.6
"External / Internal Wall Insulation",HWI_cavity_2.0_0.25,N/A,73-97,High_G,0.95,494.2
"External / Internal Wall Insulation",HWI_cavity_2.0_0.25,N/A,73-97,Low_G,0.95,562.3
"External / Internal Wall Insulation",HWI_cavity_2.0_0.3,N/A,73-97,High_D,0.95,266.4
"External / Internal Wall Insulation",HWI_cavity_2.0_0.3,N/A,73-97,Low_D,0.95,281.8
"External / Internal Wall Insulation",HWI_cavity_2.0_0.3,N/A,73-97,High_E,0.95,305.9
"External / Internal Wall Insulation",HWI_cavity_2.0_0.3,N/A,73-97,Low_E,0.95,333.8
"External / Internal Wall Insulation",HWI_cavity_2.0_0.3,N/A,73-97,High_F,0.95,373.9
"External / Internal Wall Insulation",HWI_cavity_2.0_0.3,N/A,73-97,Low_F,0.95,418.6
"External / Internal Wall Insulation",HWI_cavity_2.0_0.3,N/A,73-97,High_G,0.95,479.4
"External / Internal Wall Insulation",HWI_cavity_2.0_0.3,N/A,73-97,Low_G,0.95,545.5
"External / Internal Wall Insulation",HWI_solid_1.7_0.55,N/A,98-199,High_B,0.95,186.8
"External / Internal Wall Insulation",HWI_solid_1.7_0.55,N/A,98-199,Low_B,0.95,187.7
"External / Internal Wall Insulation",HWI_solid_1.7_0.55,N/A,98-199,High_C,0.95,191.3
"External / Internal Wall Insulation",HWI_solid_1.7_0.55,N/A,98-199,Low_C,0.95,196.7
"External / Internal Wall Insulation",HWI_solid_1.7_0.55,N/A,98-199,High_D,0.95,206.5
"External / Internal Wall Insulation",HWI_solid_1.7_0.55,N/A,98-199,Low_D,0.95,218.8
"External / Internal Wall Insulation",HWI_solid_1.7_0.55,N/A,98-199,High_E,0.95,237.8
"External / Internal Wall Insulation",HWI_solid_1.7_0.55,N/A,98-199,Low_E,0.95,259.7
"External / Internal Wall Insulation",HWI_solid_1.7_0.55,N/A,98-199,High_F,0.95,291.1
"External / Internal Wall Insulation",HWI_solid_1.7_0.55,N/A,98-199,Low_F,0.95,325.9
"External / Internal Wall Insulation",HWI_solid_1.7_0.55,N/A,98-199,High_G,0.95,373.3
"External / Internal Wall Insulation",HWI_solid_1.7_0.55,N/A,98-199,Low_G,0.95,424.8
"External / Internal Wall Insulation",HWI_solid_1.7_0.23,N/A,98-199,High_B,0.95,244.9
"External / Internal Wall Insulation",HWI_solid_1.7_0.23,N/A,98-199,Low_B,0.95,245.9
"External / Internal Wall Insulation",HWI_solid_1.7_0.23,N/A,98-199,High_C,0.95,250.3
"External / Internal Wall Insulation",HWI_solid_1.7_0.23,N/A,98-199,Low_C,0.95,257
"External / Internal Wall Insulation",HWI_solid_1.7_0.23,N/A,98-199,High_D,0.95,269.4
"External / Internal Wall Insulation",HWI_solid_1.7_0.23,N/A,98-199,Low_D,0.95,284.8
"External / Internal Wall Insulation",HWI_solid_1.7_0.23,N/A,98-199,High_E,0.95,308.9
"External / Internal Wall Insulation",HWI_solid_1.7_0.23,N/A,98-199,Low_E,0.95,336.7
"External / Internal Wall Insulation",HWI_solid_1.7_0.23,N/A,98-199,High_F,0.95,376.7
"External / Internal Wall Insulation",HWI_solid_1.7_0.23,N/A,98-199,Low_F,0.95,421.1
"External / Internal Wall Insulation",HWI_solid_1.7_0.23,N/A,98-199,High_G,0.95,481.5
"External / Internal Wall Insulation",HWI_solid_1.7_0.23,N/A,98-199,Low_G,0.95,547.1
"External / Internal Wall Insulation",HWI_solid_1.7_0.3,N/A,98-199,High_B,0.95,232
"External / Internal Wall Insulation",HWI_solid_1.7_0.3,N/A,98-199,Low_B,0.95,232.9
"External / Internal Wall Insulation",HWI_solid_1.7_0.3,N/A,98-199,High_C,0.95,237.1
"External / Internal Wall Insulation",HWI_solid_1.7_0.3,N/A,98-199,Low_C,0.95,243.5
"External / Internal Wall Insulation",HWI_solid_1.7_0.3,N/A,98-199,High_D,0.95,255.4
"External / Internal Wall Insulation",HWI_solid_1.7_0.3,N/A,98-199,Low_D,0.95,270.1
"External / Internal Wall Insulation",HWI_solid_1.7_0.3,N/A,98-199,High_E,0.95,293.1
"External / Internal Wall Insulation",HWI_solid_1.7_0.3,N/A,98-199,Low_E,0.95,319.6
"External / Internal Wall Insulation",HWI_solid_1.7_0.3,N/A,98-199,High_F,0.95,357.7
"External / Internal Wall Insulation",HWI_solid_1.7_0.3,N/A,98-199,Low_F,0.95,400
"External / Internal Wall Insulation",HWI_solid_1.7_0.3,N/A,98-199,High_G,0.95,457.5
"External / Internal Wall Insulation",HWI_solid_1.7_0.3,N/A,98-199,Low_G,0.95,520
"External / Internal Wall Insulation",HWI_solid_1.7_0.6,N/A,98-199,High_B,0.95,178
"External / Internal Wall Insulation",HWI_solid_1.7_0.6,N/A,98-199,Low_B,0.95,178.9
"External / Internal Wall Insulation",HWI_solid_1.7_0.6,N/A,98-199,High_C,0.95,182.3
"External / Internal Wall Insulation",HWI_solid_1.7_0.6,N/A,98-199,Low_C,0.95,187.5
"External / Internal Wall Insulation",HWI_solid_1.7_0.6,N/A,98-199,High_D,0.95,197
"External / Internal Wall Insulation",HWI_solid_1.7_0.6,N/A,98-199,Low_D,0.95,208.7
"External / Internal Wall Insulation",HWI_solid_1.7_0.6,N/A,98-199,High_E,0.95,226.9
"External / Internal Wall Insulation",HWI_solid_1.7_0.6,N/A,98-199,Low_E,0.95,247.9
"External / Internal Wall Insulation",HWI_solid_1.7_0.6,N/A,98-199,High_F,0.95,278
"External / Internal Wall Insulation",HWI_solid_1.7_0.6,N/A,98-199,Low_F,0.95,311.3
"External / Internal Wall Insulation",HWI_solid_1.7_0.6,N/A,98-199,High_G,0.95,356.7
"External / Internal Wall Insulation",HWI_solid_1.7_0.6,N/A,98-199,Low_G,0.95,405.9
"External / Internal Wall Insulation",HWI_solid_1.0_0.45,N/A,98-199,High_B,0.95,90.3
"External / Internal Wall Insulation",HWI_solid_1.0_0.45,N/A,98-199,Low_B,0.95,90.5
"External / Internal Wall Insulation",HWI_solid_1.0_0.45,N/A,98-199,High_C,0.95,92.1
"External / Internal Wall Insulation",HWI_solid_1.0_0.45,N/A,98-199,Low_C,0.95,94.5
"External / Internal Wall Insulation",HWI_solid_1.0_0.45,N/A,98-199,High_D,0.95,99
"External / Internal Wall Insulation",HWI_solid_1.0_0.45,N/A,98-199,Low_D,0.95,104.8
"External / Internal Wall Insulation",HWI_solid_1.0_0.45,N/A,98-199,High_E,0.95,113.8
"External / Internal Wall Insulation",HWI_solid_1.0_0.45,N/A,98-199,Low_E,0.95,124.2
"External / Internal Wall Insulation",HWI_solid_1.0_0.45,N/A,98-199,High_F,0.95,139.1
"External / Internal Wall Insulation",HWI_solid_1.0_0.45,N/A,98-199,Low_F,0.95,155.8
"External / Internal Wall Insulation",HWI_solid_1.0_0.45,N/A,98-199,High_G,0.95,178.5
"External / Internal Wall Insulation",HWI_solid_1.0_0.45,N/A,98-199,Low_G,0.95,203.3
"External / Internal Wall Insulation",HWI_solid_1.0_0.3,N/A,98-199,High_B,0.95,116.2
"External / Internal Wall Insulation",HWI_solid_1.0_0.3,N/A,98-199,Low_B,0.95,116.5
"External / Internal Wall Insulation",HWI_solid_1.0_0.3,N/A,98-199,High_C,0.95,118.4
"External / Internal Wall Insulation",HWI_solid_1.0_0.3,N/A,98-199,Low_C,0.95,121.4
"External / Internal Wall Insulation",HWI_solid_1.0_0.3,N/A,98-199,High_D,0.95,127.2
"External / Internal Wall Insulation",HWI_solid_1.0_0.3,N/A,98-199,Low_D,0.95,134.4
"External / Internal Wall Insulation",HWI_solid_1.0_0.3,N/A,98-199,High_E,0.95,145.8
"External / Internal Wall Insulation",HWI_solid_1.0_0.3,N/A,98-199,Low_E,0.95,159
"External / Internal Wall Insulation",HWI_solid_1.0_0.3,N/A,98-199,High_F,0.95,178.1
"External / Internal Wall Insulation",HWI_solid_1.0_0.3,N/A,98-199,Low_F,0.95,199.2
"External / Internal Wall Insulation",HWI_solid_1.0_0.3,N/A,98-199,High_G,0.95,228.1
"External / Internal Wall Insulation",HWI_solid_1.0_0.3,N/A,98-199,Low_G,0.95,259.6
"External / Internal Wall Insulation",HWI_solid_1.0_0.6,N/A,98-199,High_B,0.95,64.9
"External / Internal Wall Insulation",HWI_solid_1.0_0.6,N/A,98-199,Low_B,0.95,65.1
"External / Internal Wall Insulation",HWI_solid_1.0_0.6,N/A,98-199,High_C,0.95,66.3
"External / Internal Wall Insulation",HWI_solid_1.0_0.6,N/A,98-199,Low_C,0.95,68.1
"External / Internal Wall Insulation",HWI_solid_1.0_0.6,N/A,98-199,High_D,0.95,71.4
"External / Internal Wall Insulation",HWI_solid_1.0_0.6,N/A,98-199,Low_D,0.95,75.6
"External / Internal Wall Insulation",HWI_solid_1.0_0.6,N/A,98-199,High_E,0.95,82.2
"External / Internal Wall Insulation",HWI_solid_1.0_0.6,N/A,98-199,Low_E,0.95,89.8
"External / Internal Wall Insulation",HWI_solid_1.0_0.6,N/A,98-199,High_F,0.95,100.7
"External / Internal Wall Insulation",HWI_solid_1.0_0.6,N/A,98-199,Low_F,0.95,112.8
"External / Internal Wall Insulation",HWI_solid_1.0_0.6,N/A,98-199,High_G,0.95,129.4
"External / Internal Wall Insulation",HWI_solid_1.0_0.6,N/A,98-199,Low_G,0.95,147.4
"External / Internal Wall Insulation",HWI_solid_0.6_0.24,N/A,98-199,High_B,0.95,60.3
"External / Internal Wall Insulation",HWI_solid_0.6_0.24,N/A,98-199,Low_B,0.95,60.3
"External / Internal Wall Insulation",HWI_solid_0.6_0.24,N/A,98-199,High_C,0.95,61.1
"External / Internal Wall Insulation",HWI_solid_0.6_0.24,N/A,98-199,Low_C,0.95,62.6
"External / Internal Wall Insulation",HWI_solid_0.6_0.24,N/A,98-199,High_D,0.95,65.4
"External / Internal Wall Insulation",HWI_solid_0.6_0.24,N/A,98-199,Low_D,0.95,69.1
"External / Internal Wall Insulation",HWI_solid_0.6_0.24,N/A,98-199,High_E,0.95,74.9
"External / Internal Wall Insulation",HWI_solid_0.6_0.24,N/A,98-199,Low_E,0.95,81.7
"External / Internal Wall Insulation",HWI_solid_0.6_0.24,N/A,98-199,High_F,0.95,91.6
"External / Internal Wall Insulation",HWI_solid_0.6_0.24,N/A,98-199,Low_F,0.95,102.6
"External / Internal Wall Insulation",HWI_solid_0.6_0.24,N/A,98-199,High_G,0.95,117.7
"External / Internal Wall Insulation",HWI_solid_0.6_0.24,N/A,98-199,Low_G,0.95,134.1
"External / Internal Wall Insulation",HWI_solid_0.6_0.3,N/A,98-199,High_B,0.95,51.4
"External / Internal Wall Insulation",HWI_solid_0.6_0.3,N/A,98-199,Low_B,0.95,51.1
"External / Internal Wall Insulation",HWI_solid_0.6_0.3,N/A,98-199,High_C,0.95,51.5
"External / Internal Wall Insulation",HWI_solid_0.6_0.3,N/A,98-199,Low_C,0.95,52.5
"External / Internal Wall Insulation",HWI_solid_0.6_0.3,N/A,98-199,High_D,0.95,54.7
"External / Internal Wall Insulation",HWI_solid_0.6_0.3,N/A,98-199,Low_D,0.95,57.5
"External / Internal Wall Insulation",HWI_solid_0.6_0.3,N/A,98-199,High_E,0.95,62.2
"External / Internal Wall Insulation",HWI_solid_0.6_0.3,N/A,98-199,Low_E,0.95,67.8
"External / Internal Wall Insulation",HWI_solid_0.6_0.3,N/A,98-199,High_F,0.95,76
"External / Internal Wall Insulation",HWI_solid_0.6_0.3,N/A,98-199,Low_F,0.95,85.2
"External / Internal Wall Insulation",HWI_solid_0.6_0.3,N/A,98-199,High_G,0.95,97.9
"External / Internal Wall Insulation",HWI_solid_0.6_0.3,N/A,98-199,Low_G,0.95,111.8
"External / Internal Wall Insulation",HWI_solid_0.45_0.21,N/A,98-199,High_B,0.95,40.8
"External / Internal Wall Insulation",HWI_solid_0.45_0.21,N/A,98-199,Low_B,0.95,40.7
"External / Internal Wall Insulation",HWI_solid_0.45_0.21,N/A,98-199,High_C,0.95,41.1
"External / Internal Wall Insulation",HWI_solid_0.45_0.21,N/A,98-199,Low_C,0.95,42
"External / Internal Wall Insulation",HWI_solid_0.45_0.21,N/A,98-199,High_D,0.95,43.8
"External / Internal Wall Insulation",HWI_solid_0.45_0.21,N/A,98-199,Low_D,0.95,46.2
"External / Internal Wall Insulation",HWI_solid_0.45_0.21,N/A,98-199,High_E,0.95,50
"External / Internal Wall Insulation",HWI_solid_0.45_0.21,N/A,98-199,Low_E,0.95,54.5
"External / Internal Wall Insulation",HWI_solid_0.45_0.21,N/A,98-199,High_F,0.95,61.1
"External / Internal Wall Insulation",HWI_solid_0.45_0.21,N/A,98-199,Low_F,0.95,68.5
"External / Internal Wall Insulation",HWI_solid_0.45_0.21,N/A,98-199,High_G,0.95,78.6
"External / Internal Wall Insulation",HWI_solid_0.45_0.21,N/A,98-199,Low_G,0.95,89.7
"External / Internal Wall Insulation",HWI_solid_2.0_0.6,N/A,98-199,High_B,0.95,222.3
"External / Internal Wall Insulation",HWI_solid_2.0_0.6,N/A,98-199,Low_B,0.95,224.3
"External / Internal Wall Insulation",HWI_solid_2.0_0.6,N/A,98-199,High_C,0.95,229.6
"External / Internal Wall Insulation",HWI_solid_2.0_0.6,N/A,98-199,Low_C,0.95,237
"External / Internal Wall Insulation",HWI_solid_2.0_0.6,N/A,98-199,High_D,0.95,250
"External / Internal Wall Insulation",HWI_solid_2.0_0.6,N/A,98-199,Low_D,0.95,265.6
"External / Internal Wall Insulation",HWI_solid_2.0_0.6,N/A,98-199,High_E,0.95,289.6
"External / Internal Wall Insulation",HWI_solid_2.0_0.6,N/A,98-199,Low_E,0.95,316.8
"External / Internal Wall Insulation",HWI_solid_2.0_0.6,N/A,98-199,High_F,0.95,355.6
"External / Internal Wall Insulation",HWI_solid_2.0_0.6,N/A,98-199,Low_F,0.95,398.4
"External / Internal Wall Insulation",HWI_solid_2.0_0.6,N/A,98-199,High_G,0.95,456.3
"External / Internal Wall Insulation",HWI_solid_2.0_0.6,N/A,98-199,Low_G,0.95,518.9
"External / Internal Wall Insulation",HWI_solid_2.0_0.35,N/A,98-199,High_B,0.95,267
"External / Internal Wall Insulation",HWI_solid_2.0_0.35,N/A,98-199,Low_B,0.95,269.3
"External / Internal Wall Insulation",HWI_solid_2.0_0.35,N/A,98-199,High_C,0.95,275.4
"External / Internal Wall Insulation",HWI_solid_2.0_0.35,N/A,98-199,Low_C,0.95,284
"External / Internal Wall Insulation",HWI_solid_2.0_0.35,N/A,98-199,High_D,0.95,299.2
"External / Internal Wall Insulation",HWI_solid_2.0_0.35,N/A,98-199,Low_D,0.95,317.4
"External / Internal Wall Insulation",HWI_solid_2.0_0.35,N/A,98-199,High_E,0.95,345.6
"External / Internal Wall Insulation",HWI_solid_2.0_0.35,N/A,98-199,Low_E,0.95,377.5
"External / Internal Wall Insulation",HWI_solid_2.0_0.35,N/A,98-199,High_F,0.95,423.1
"External / Internal Wall Insulation",HWI_solid_2.0_0.35,N/A,98-199,Low_F,0.95,473.3
"External / Internal Wall Insulation",HWI_solid_2.0_0.35,N/A,98-199,High_G,0.95,541.3
"External / Internal Wall Insulation",HWI_solid_2.0_0.35,N/A,98-199,Low_G,0.95,614.9
"External / Internal Wall Insulation",HWI_solid_2.0_0.25,N/A,98-199,High_B,0.95,285.4
"External / Internal Wall Insulation",HWI_solid_2.0_0.25,N/A,98-199,Low_B,0.95,287.7
"External / Internal Wall Insulation",HWI_solid_2.0_0.25,N/A,98-199,High_C,0.95,294.3
"External / Internal Wall Insulation",HWI_solid_2.0_0.25,N/A,98-199,Low_C,0.95,303.3
"External / Internal Wall Insulation",HWI_solid_2.0_0.25,N/A,98-199,High_D,0.95,319.3
"External / Internal Wall Insulation",HWI_solid_2.0_0.25,N/A,98-199,Low_D,0.95,338.7
"External / Internal Wall Insulation",HWI_solid_2.0_0.25,N/A,98-199,High_E,0.95,368.5
"External / Internal Wall Insulation",HWI_solid_2.0_0.25,N/A,98-199,Low_E,0.95,402.4
"External / Internal Wall Insulation",HWI_solid_2.0_0.25,N/A,98-199,High_F,0.95,450.6
"External / Internal Wall Insulation",HWI_solid_2.0_0.25,N/A,98-199,Low_F,0.95,503.8
"External / Internal Wall Insulation",HWI_solid_2.0_0.25,N/A,98-199,High_G,0.95,575.9
"External / Internal Wall Insulation",HWI_solid_2.0_0.25,N/A,98-199,Low_G,0.95,653.9
"External / Internal Wall Insulation",HWI_solid_2.0_0.3,N/A,98-199,High_B,0.95,276.2
"External / Internal Wall Insulation",HWI_solid_2.0_0.3,N/A,98-199,Low_B,0.95,278.5
"External / Internal Wall Insulation",HWI_solid_2.0_0.3,N/A,98-199,High_C,0.95,284.8
"External / Internal Wall Insulation",HWI_solid_2.0_0.3,N/A,98-199,Low_C,0.95,293.6
"External / Internal Wall Insulation",HWI_solid_2.0_0.3,N/A,98-199,High_D,0.95,309.2
"External / Internal Wall Insulation",HWI_solid_2.0_0.3,N/A,98-199,Low_D,0.95,328
"External / Internal Wall Insulation",HWI_solid_2.0_0.3,N/A,98-199,High_E,0.95,357
"External / Internal Wall Insulation",HWI_solid_2.0_0.3,N/A,98-199,Low_E,0.95,389.9
"External / Internal Wall Insulation",HWI_solid_2.0_0.3,N/A,98-199,High_F,0.95,436.8
"External / Internal Wall Insulation",HWI_solid_2.0_0.3,N/A,98-199,Low_F,0.95,488.5
"External / Internal Wall Insulation",HWI_solid_2.0_0.3,N/A,98-199,High_G,0.95,558.6
"External / Internal Wall Insulation",HWI_solid_2.0_0.3,N/A,98-199,Low_G,0.95,634.3
"External / Internal Wall Insulation",HWI_cavity_1.7_0.55,N/A,98-199,High_D,0.95,206.5
"External / Internal Wall Insulation",HWI_cavity_1.7_0.55,N/A,98-199,Low_D,0.95,218.8
"External / Internal Wall Insulation",HWI_cavity_1.7_0.55,N/A,98-199,High_E,0.95,237.8
"External / Internal Wall Insulation",HWI_cavity_1.7_0.55,N/A,98-199,Low_E,0.95,259.7
"External / Internal Wall Insulation",HWI_cavity_1.7_0.55,N/A,98-199,High_F,0.95,291.1
"External / Internal Wall Insulation",HWI_cavity_1.7_0.55,N/A,98-199,Low_F,0.95,325.9
"External / Internal Wall Insulation",HWI_cavity_1.7_0.55,N/A,98-199,High_G,0.95,373.3
"External / Internal Wall Insulation",HWI_cavity_1.7_0.55,N/A,98-199,Low_G,0.95,424.8
"External / Internal Wall Insulation",HWI_cavity_1.7_0.23,N/A,98-199,High_D,0.95,269.4
"External / Internal Wall Insulation",HWI_cavity_1.7_0.23,N/A,98-199,Low_D,0.95,284.8
"External / Internal Wall Insulation",HWI_cavity_1.7_0.23,N/A,98-199,High_E,0.95,308.9
"External / Internal Wall Insulation",HWI_cavity_1.7_0.23,N/A,98-199,Low_E,0.95,336.7
"External / Internal Wall Insulation",HWI_cavity_1.7_0.23,N/A,98-199,High_F,0.95,376.7
"External / Internal Wall Insulation",HWI_cavity_1.7_0.23,N/A,98-199,Low_F,0.95,421.1
"External / Internal Wall Insulation",HWI_cavity_1.7_0.23,N/A,98-199,High_G,0.95,481.5
"External / Internal Wall Insulation",HWI_cavity_1.7_0.23,N/A,98-199,Low_G,0.95,547.1
"External / Internal Wall Insulation",HWI_cavity_1.7_0.3,N/A,98-199,High_D,0.95,255.4
"External / Internal Wall Insulation",HWI_cavity_1.7_0.3,N/A,98-199,Low_D,0.95,270.1
"External / Internal Wall Insulation",HWI_cavity_1.7_0.3,N/A,98-199,High_E,0.95,293.1
"External / Internal Wall Insulation",HWI_cavity_1.7_0.3,N/A,98-199,Low_E,0.95,319.6
"External / Internal Wall Insulation",HWI_cavity_1.7_0.3,N/A,98-199,High_F,0.95,357.7
"External / Internal Wall Insulation",HWI_cavity_1.7_0.3,N/A,98-199,Low_F,0.95,400
"External / Internal Wall Insulation",HWI_cavity_1.7_0.3,N/A,98-199,High_G,0.95,457.5
"External / Internal Wall Insulation",HWI_cavity_1.7_0.3,N/A,98-199,Low_G,0.95,520
"External / Internal Wall Insulation",HWI_cavity_1.7_0.6,N/A,98-199,High_D,0.95,197
"External / Internal Wall Insulation",HWI_cavity_1.7_0.6,N/A,98-199,Low_D,0.95,208.7
"External / Internal Wall Insulation",HWI_cavity_1.7_0.6,N/A,98-199,High_E,0.95,226.9
"External / Internal Wall Insulation",HWI_cavity_1.7_0.6,N/A,98-199,Low_E,0.95,247.9
"External / Internal Wall Insulation",HWI_cavity_1.7_0.6,N/A,98-199,High_F,0.95,278
"External / Internal Wall Insulation",HWI_cavity_1.7_0.6,N/A,98-199,Low_F,0.95,311.3
"External / Internal Wall Insulation",HWI_cavity_1.7_0.6,N/A,98-199,High_G,0.95,356.7
"External / Internal Wall Insulation",HWI_cavity_1.7_0.6,N/A,98-199,Low_G,0.95,405.9
"External / Internal Wall Insulation",HWI_cavity_1.0_0.45,N/A,98-199,High_D,0.95,99
"External / Internal Wall Insulation",HWI_cavity_1.0_0.45,N/A,98-199,Low_D,0.95,104.8
"External / Internal Wall Insulation",HWI_cavity_1.0_0.45,N/A,98-199,High_E,0.95,113.8
"External / Internal Wall Insulation",HWI_cavity_1.0_0.45,N/A,98-199,Low_E,0.95,124.2
"External / Internal Wall Insulation",HWI_cavity_1.0_0.45,N/A,98-199,High_F,0.95,139.1
"External / Internal Wall Insulation",HWI_cavity_1.0_0.45,N/A,98-199,Low_F,0.95,155.8
"External / Internal Wall Insulation",HWI_cavity_1.0_0.45,N/A,98-199,High_G,0.95,178.5
"External / Internal Wall Insulation",HWI_cavity_1.0_0.45,N/A,98-199,Low_G,0.95,203.3
"External / Internal Wall Insulation",HWI_cavity_1.0_0.3,N/A,98-199,High_D,0.95,127.2
"External / Internal Wall Insulation",HWI_cavity_1.0_0.3,N/A,98-199,Low_D,0.95,134.4
"External / Internal Wall Insulation",HWI_cavity_1.0_0.3,N/A,98-199,High_E,0.95,145.8
"External / Internal Wall Insulation",HWI_cavity_1.0_0.3,N/A,98-199,Low_E,0.95,159
"External / Internal Wall Insulation",HWI_cavity_1.0_0.3,N/A,98-199,High_F,0.95,178.1
"External / Internal Wall Insulation",HWI_cavity_1.0_0.3,N/A,98-199,Low_F,0.95,199.2
"External / Internal Wall Insulation",HWI_cavity_1.0_0.3,N/A,98-199,High_G,0.95,228.1
"External / Internal Wall Insulation",HWI_cavity_1.0_0.3,N/A,98-199,Low_G,0.95,259.6
"External / Internal Wall Insulation",HWI_cavity_1.0_0.6,N/A,98-199,High_D,0.95,71.4
"External / Internal Wall Insulation",HWI_cavity_1.0_0.6,N/A,98-199,Low_D,0.95,75.6
"External / Internal Wall Insulation",HWI_cavity_1.0_0.6,N/A,98-199,High_E,0.95,82.2
"External / Internal Wall Insulation",HWI_cavity_1.0_0.6,N/A,98-199,Low_E,0.95,89.8
"External / Internal Wall Insulation",HWI_cavity_1.0_0.6,N/A,98-199,High_F,0.95,100.7
"External / Internal Wall Insulation",HWI_cavity_1.0_0.6,N/A,98-199,Low_F,0.95,112.8
"External / Internal Wall Insulation",HWI_cavity_1.0_0.6,N/A,98-199,High_G,0.95,129.4
"External / Internal Wall Insulation",HWI_cavity_1.0_0.6,N/A,98-199,Low_G,0.95,147.4
"External / Internal Wall Insulation",HWI_cavity_0.6_0.24,N/A,98-199,High_D,0.95,65.4
"External / Internal Wall Insulation",HWI_cavity_0.6_0.24,N/A,98-199,Low_D,0.95,69.1
